geo_code,geo_level,area,sex,literacy,total
63,district,Urban,Female,Illiterate,1009
64,district,Rural,Female,Illiterate,121563
64,district,Urban,Female,Illiterate,4969
65,district,Rural,Female,Illiterate,46932
65,district,Urban,Female,Illiterate,5880
66,district,Rural,Female,Illiterate,99898
66,district,Urban,Female,Illiterate,50320
67,district,Rural,Female,Illiterate,238392
67,district,Urban,Female,Illiterate,112413
68,district,Rural,Female,Illiterate,289981
68,district,Urban,Female,Illiterate,108203
6,state,Rural,Female,Illiterate,3717010
6,state,Urban,Female,Illiterate,1334797
69,district,Rural,Female,Illiterate,47409
69,district,Urban,Female,Illiterate,38749
70,district,Rural,Female,Illiterate,113513
70,district,Urban,Female,Illiterate,59397
71,district,Rural,Female,Illiterate,146439
71,district,Urban,Female,Illiterate,63384
72,district,Rural,Female,Illiterate,140026
72,district,Urban,Female,Illiterate,37588
73,district,Rural,Female,Illiterate,200205
73,district,Urban,Female,Illiterate,42349
74,district,Rural,Female,Illiterate,226407
74,district,Urban,Female,Illiterate,67708
75,district,Rural,Female,Illiterate,141480
75,district,Urban,Female,Illiterate,94637
76,district,Rural,Female,Illiterate,192858
76,district,Urban,Female,Illiterate,67409
77,district,Rural,Female,Illiterate,238302
77,district,Urban,Female,Illiterate,52135
78,district,Rural,Female,Illiterate,185892
78,district,Urban,Female,Illiterate,30652
79,district,Rural,Female,Illiterate,234119
79,district,Urban,Female,Illiterate,52559
80,district,Rural,Female,Illiterate,280534
80,district,Urban,Female,Illiterate,87724
81,district,Rural,Female,Illiterate,288512
81,district,Urban,Female,Illiterate,52548
82,district,Rural,Female,Illiterate,119189
82,district,Urban,Female,Illiterate,61979
83,district,Rural,Female,Illiterate,131225
83,district,Urban,Female,Illiterate,35902
84,district,Rural,Female,Illiterate,164174
84,district,Urban,Female,Illiterate,21434
85,district,Rural,Female,Illiterate,129298
85,district,Urban,Female,Illiterate,35205
86,district,Rural,Female,Illiterate,88918
86,district,Urban,Female,Illiterate,136374
87,district,Rural,Female,Illiterate,340408
87,district,Urban,Female,Illiterate,31231
88,district,Rural,Female,Illiterate,85470
88,district,Urban,Female,Illiterate,220354
89,district,Rural,Female,Illiterate,222632
89,district,Urban,Female,Illiterate,45479
7,state,Rural,Female,Illiterate,70448
7,state,Urban,Female,Illiterate,2187256
90,district,Rural,Female,Illiterate,37986
90,district,Urban,Female,Illiterate,491728
91,district,Rural,Female,Illiterate,2660
91,district,Urban,Female,Illiterate,110414
92,district,Rural,Female,Illiterate,3859
92,district,Urban,Female,Illiterate,350233
93,district,Rural,Female,Illiterate,266
93,district,Urban,Female,Illiterate,196964
94,district,Rural,Female,Illiterate,0
94,district,Urban,Female,Illiterate,15561
95,district,Rural,Female,Illiterate,0
95,district,Urban,Female,Illiterate,72657
96,district,Rural,Female,Illiterate,1180
96,district,Urban,Female,Illiterate,318577
97,district,Rural,Female,Illiterate,22223
97,district,Urban,Female,Illiterate,262261
98,district,Rural,Female,Illiterate,2274
98,district,Urban,Female,Illiterate,368861
8,state,Rural,Female,Illiterate,15291408
8,state,Urban,Female,Illiterate,3119162
99,district,Rural,Female,Illiterate,351030
99,district,Urban,Female,Illiterate,92363
100,district,Rural,Female,Illiterate,365044
100,district,Urban,Female,Illiterate,68609
101,district,Rural,Female,Illiterate,474833
101,district,Urban,Female,Illiterate,151901
102,district,Rural,Female,Illiterate,403041
102,district,Urban,Female,Illiterate,132520
103,district,Rural,Female,Illiterate,384371
103,district,Urban,Female,Illiterate,102252
104,district,Rural,Female,Illiterate,805952
104,district,Urban,Female,Illiterate,106554
105,district,Rural,Female,Illiterate,561646
105,district,Urban,Female,Illiterate,94131
106,district,Rural,Female,Illiterate,252037
106,district,Urban,Female,Illiterate,53455
107,district,Rural,Female,Illiterate,350347
107,district,Urban,Female,Illiterate,50317
108,district,Rural,Female,Illiterate,323113
108,district,Urban,Female,Illiterate,52843
109,district,Rural,Female,Illiterate,397671
109,district,Urban,Female,Illiterate,37835
110,district,Rural,Female,Illiterate,846136
110,district,Urban,Female,Illiterate,565363
111,district,Rural,Female,Illiterate,509906
111,district,Urban,Female,Illiterate,135595
112,district,Rural,Female,Illiterate,801584
112,district,Urban,Female,Illiterate,153960
113,district,Rural,Female,Illiterate,769582
113,district,Urban,Female,Illiterate,227876
114,district,Rural,Female,Illiterate,192511
114,district,Urban,Female,Illiterate,17462
115,district,Rural,Female,Illiterate,792875
115,district,Urban,Female,Illiterate,36993
116,district,Rural,Female,Illiterate,569088
116,district,Urban,Female,Illiterate,37349
117,district,Rural,Female,Illiterate,294544
117,district,Urban,Female,Illiterate,40665
118,district,Rural,Female,Illiterate,495117
118,district,Urban,Female,Illiterate,98722
119,district,Rural,Female,Illiterate,494993
119,district,Urban,Female,Illiterate,163569
120,district,Rural,Female,Illiterate,353387
120,district,Urban,Female,Illiterate,68473
121,district,Rural,Female,Illiterate,276525
121,district,Urban,Female,Illiterate,43882
122,district,Rural,Female,Illiterate,616449
122,district,Urban,Female,Illiterate,92794
123,district,Rural,Female,Illiterate,306850
123,district,Urban,Female,Illiterate,32603
124,district,Rural,Female,Illiterate,412483
124,district,Urban,Female,Illiterate,13766
125,district,Rural,Female,Illiterate,555492
125,district,Urban,Female,Illiterate,18750
126,district,Rural,Female,Illiterate,406192
126,district,Urban,Female,Illiterate,48001
127,district,Rural,Female,Illiterate,199777
127,district,Urban,Female,Illiterate,197127
128,district,Rural,Female,Illiterate,277481
128,district,Urban,Female,Illiterate,50629
129,district,Rural,Female,Illiterate,371681
129,district,Urban,Female,Illiterate,41328
130,district,Rural,Female,Illiterate,812211
130,district,Urban,Female,Illiterate,80223
131,district,Rural,Female,Illiterate,267459
131,district,Urban,Female,Illiterate,11252
9,state,Rural,Female,Illiterate,40833291
9,state,Urban,Female,Illiterate,8335949
132,district,Rural,Female,Illiterate,573067
132,district,Urban,Female,Illiterate,202215
133,district,Rural,Female,Illiterate,724347
133,district,Urban,Female,Illiterate,256920
134,district,Rural,Female,Illiterate,665751
134,district,Urban,Female,Illiterate,201825
135,district,Rural,Female,Illiterate,991213
135,district,Urban,Female,Illiterate,371194
136,district,Rural,Female,Illiterate,541921
136,district,Urban,Female,Illiterate,156751
137,district,Rural,Female,Illiterate,384045
137,district,Urban,Female,Illiterate,110158
138,district,Rural,Female,Illiterate,393679
138,district,Urban,Female,Illiterate,337299
139,district,Rural,Female,Illiterate,236440
139,district,Urban,Female,Illiterate,58426
140,district,Rural,Female,Illiterate,346921
140,district,Urban,Female,Illiterate,534023
141,district,Rural,Female,Illiterate,150933
141,district,Urban,Female,Illiterate,150086
142,district,Rural,Female,Illiterate,677383
142,district,Urban,Female,Illiterate,198186
143,district,Rural,Female,Illiterate,641096
143,district,Urban,Female,Illiterate,271610
144,district,Rural,Female,Illiterate,295354
144,district,Urban,Female,Illiterate,69812
145,district,Rural,Female,Illiterate,465979
145,district,Urban,Female,Illiterate,149680
146,district,Rural,Female,Illiterate,590550
146,district,Urban,Female,Illiterate,397378
147,district,Rural,Female,Illiterate,379953
147,district,Urban,Female,Illiterate,176665
148,district,Rural,Female,Illiterate,334302
148,district,Urban,Female,Illiterate,49075
149,district,Rural,Female,Illiterate,982313
149,district,Urban,Female,Illiterate,170848
150,district,Rural,Female,Illiterate,863756
150,district,Urban,Female,Illiterate,377876
151,district,Rural,Female,Illiterate,470041
151,district,Urban,Female,Illiterate,82159
152,district,Rural,Female,Illiterate,687273
152,district,Urban,Female,Illiterate,137074
153,district,Rural,Female,Illiterate,1008747
153,district,Urban,Female,Illiterate,92422
154,district,Rural,Female,Illiterate,1116893
154,district,Urban,Female,Illiterate,105804
155,district,Rural,Female,Illiterate,943584
155,district,Urban,Female,Illiterate,110805
156,district,Rural,Female,Illiterate,659859
156,district,Urban,Female,Illiterate,97900
157,district,Rural,Female,Illiterate,369889
157,district,Urban,Female,Illiterate,440653
158,district,Rural,Female,Illiterate,801478
158,district,Urban,Female,Illiterate,51661
159,district,Rural,Female,Illiterate,361095
159,district,Urban,Female,Illiterate,80019
160,district,Rural,Female,Illiterate,301952
160,district,Urban,Female,Illiterate,59397
161,district,Rural,Female,Illiterate,241946
161,district,Urban,Female,Illiterate,55588
162,district,Rural,Female,Illiterate,222343
162,district,Urban,Female,Illiterate,32524
163,district,Rural,Female,Illiterate,327018
163,district,Urban,Female,Illiterate,28632
164,district,Rural,Female,Illiterate,312578
164,district,Urban,Female,Illiterate,395041
165,district,Rural,Female,Illiterate,286527
165,district,Urban,Female,Illiterate,75589
166,district,Rural,Female,Illiterate,285698
166,district,Urban,Female,Illiterate,134661
167,district,Rural,Female,Illiterate,306700
167,district,Urban,Female,Illiterate,30276
168,district,Rural,Female,Illiterate,225891
168,district,Urban,Female,Illiterate,39683
169,district,Rural,Female,Illiterate,185436
169,district,Urban,Female,Illiterate,38341
170,district,Rural,Female,Illiterate,412440
170,district,Urban,Female,Illiterate,48783
171,district,Rural,Female,Illiterate,244414
171,district,Urban,Female,Illiterate,18862
172,district,Rural,Female,Illiterate,586784
172,district,Urban,Female,Illiterate,60064
173,district,Rural,Female,Illiterate,762038
173,district,Urban,Female,Illiterate,30840
174,district,Rural,Female,Illiterate,426943
174,district,Urban,Female,Illiterate,28023
175,district,Rural,Female,Illiterate,1142723
175,district,Urban,Female,Illiterate,213474
176,district,Rural,Female,Illiterate,802118
176,district,Urban,Female,Illiterate,69568
177,district,Rural,Female,Illiterate,545229
177,district,Urban,Female,Illiterate,53577
178,district,Rural,Female,Illiterate,492793
178,district,Urban,Female,Illiterate,52422
179,district,Rural,Female,Illiterate,912226
179,district,Urban,Female,Illiterate,30651
180,district,Rural,Female,Illiterate,1064258
180,district,Urban,Female,Illiterate,59506
181,district,Rural,Female,Illiterate,367489
181,district,Urban,Female,Illiterate,9362
182,district,Rural,Female,Illiterate,672534
182,district,Urban,Female,Illiterate,37996
183,district,Rural,Female,Illiterate,960914
183,district,Urban,Female,Illiterate,40046
184,district,Rural,Female,Illiterate,740394
184,district,Urban,Female,Illiterate,35600
185,district,Rural,Female,Illiterate,613681
185,district,Urban,Female,Illiterate,21447
186,district,Rural,Female,Illiterate,431112
186,district,Urban,Female,Illiterate,26564
187,district,Rural,Female,Illiterate,740155
187,district,Urban,Female,Illiterate,25324
188,district,Rural,Female,Illiterate,930322
188,district,Urban,Female,Illiterate,126358
189,district,Rural,Female,Illiterate,942154
189,district,Urban,Female,Illiterate,33237
190,district,Rural,Female,Illiterate,711894
190,district,Urban,Female,Illiterate,55665
191,district,Rural,Female,Illiterate,1043119
191,district,Urban,Female,Illiterate,73287
192,district,Rural,Female,Illiterate,405771
192,district,Urban,Female,Illiterate,95526
193,district,Rural,Female,Illiterate,708043
193,district,Urban,Female,Illiterate,56199
194,district,Rural,Female,Illiterate,1047561
194,district,Urban,Female,Illiterate,59895
195,district,Rural,Female,Illiterate,812987
195,district,Urban,Female,Illiterate,48210
196,district,Rural,Female,Illiterate,414116
196,district,Urban,Female,Illiterate,45583
197,district,Rural,Female,Illiterate,471488
197,district,Urban,Female,Illiterate,268709
198,district,Rural,Female,Illiterate,358404
198,district,Urban,Female,Illiterate,49346
199,district,Rural,Female,Illiterate,554534
199,district,Urban,Female,Illiterate,67288
200,district,Rural,Female,Illiterate,460093
200,district,Urban,Female,Illiterate,47402
201,district,Rural,Female,Illiterate,369619
201,district,Urban,Female,Illiterate,49362
202,district,Rural,Female,Illiterate,330990
202,district,Urban,Female,Illiterate,69517
10,state,Rural,Female,Illiterate,26697264
10,state,Urban,Female,Illiterate,2227501
203,district,Rural,Female,Illiterate,1119057
203,district,Urban,Female,Illiterate,86620
204,district,Rural,Female,Illiterate,1460967
204,district,Urban,Female,Illiterate,87841
205,district,Rural,Female,Illiterate,189876
205,district,Urban,Female,Illiterate,7644
206,district,Rural,Female,Illiterate,1028614
206,district,Urban,Female,Illiterate,40102
207,district,Rural,Female,Illiterate,1306327
207,district,Urban,Female,Illiterate,36486
208,district,Rural,Female,Illiterate,664667
208,district,Urban,Female,Illiterate,23515
209,district,Rural,Female,Illiterate,843703
209,district,Urban,Female,Illiterate,36408
210,district,Rural,Female,Illiterate,482803
210,district,Urban,Female,Illiterate,35492
211,district,Rural,Female,Illiterate,966980
211,district,Urban,Female,Illiterate,71204
212,district,Rural,Female,Illiterate,901790
212,district,Urban,Female,Illiterate,50875
213,district,Rural,Female,Illiterate,618667
213,district,Urban,Female,Illiterate,18625
214,district,Rural,Female,Illiterate,573255
214,district,Urban,Female,Illiterate,31610
215,district,Rural,Female,Illiterate,1109961
215,district,Urban,Female,Illiterate,76407
216,district,Rural,Female,Illiterate,1174396
216,district,Urban,Female,Illiterate,77054
217,district,Rural,Female,Illiterate,670455
217,district,Urban,Female,Illiterate,34798
218,district,Rural,Female,Illiterate,807316
218,district,Urban,Female,Illiterate,33789
219,district,Rural,Female,Illiterate,984892
219,district,Urban,Female,Illiterate,72462
220,district,Rural,Female,Illiterate,829237
220,district,Urban,Female,Illiterate,47085
221,district,Rural,Female,Illiterate,1157169
221,district,Urban,Female,Illiterate,25089
222,district,Rural,Female,Illiterate,650298
222,district,Urban,Female,Illiterate,122417
223,district,Rural,Female,Illiterate,459702
223,district,Urban,Female,Illiterate,16523
224,district,Rural,Female,Illiterate,672932
224,district,Urban,Female,Illiterate,113774
225,district,Rural,Female,Illiterate,578364
225,district,Urban,Female,Illiterate,14899
226,district,Rural,Female,Illiterate,247566
226,district,Urban,Female,Illiterate,63082
227,district,Rural,Female,Illiterate,240561
227,district,Urban,Female,Illiterate,31918
228,district,Rural,Female,Illiterate,149609
228,district,Urban,Female,Illiterate,24745
229,district,Rural,Female,Illiterate,686363
229,district,Urban,Female,Illiterate,93855
230,district,Rural,Female,Illiterate,922951
230,district,Urban,Female,Illiterate,405370
231,district,Rural,Female,Illiterate,599928
231,district,Urban,Female,Illiterate,72434
232,district,Rural,Female,Illiterate,392670
232,district,Urban,Female,Illiterate,29442
233,district,Rural,Female,Illiterate,398195
233,district,Urban,Female,Illiterate,10830
234,district,Rural,Female,Illiterate,598789
234,district,Urban,Female,Illiterate,79534
235,district,Rural,Female,Illiterate,580134
235,district,Urban,Female,Illiterate,43986
236,district,Rural,Female,Illiterate,1096734
236,district,Urban,Female,Illiterate,99308
237,district,Rural,Female,Illiterate,599899
237,district,Urban,Female,Illiterate,43041
238,district,Rural,Female,Illiterate,489169
238,district,Urban,Female,Illiterate,30969
239,district,Rural,Female,Illiterate,268662
239,district,Urban,Female,Illiterate,26600
240,district,Rural,Female,Illiterate,174606
240,district,Urban,Female,Illiterate,11668
11,state,Rural,Female,Illiterate,76517
11,state,Urban,Female,Illiterate,17307
241,district,Rural,Female,Illiterate,6437
241,district,Urban,Female,Illiterate,671
242,district,Rural,Female,Illiterate,24145
242,district,Urban,Female,Illiterate,608
243,district,Rural,Female,Illiterate,20376
243,district,Urban,Female,Illiterate,2420
244,district,Rural,Female,Illiterate,25559
244,district,Urban,Female,Illiterate,13608
12,state,Rural,Female,Illiterate,293835
12,state,Urban,Female,Illiterate,49843
245,district,Rural,Female,Illiterate,11499
245,district,Urban,Female,Illiterate,974
246,district,Rural,Female,Illiterate,16096
246,district,Urban,Female,Illiterate,2770
247,district,Rural,Female,Illiterate,19023
247,district,Urban,Female,Illiterate,4042
248,district,Rural,Female,Illiterate,17347
248,district,Urban,Female,Illiterate,14790
249,district,Rural,Female,Illiterate,18759
249,district,Urban,Female,Illiterate,2460
250,district,Rural,Female,Illiterate,22678
250,district,Urban,Female,Illiterate,3459
251,district,Rural,Female,Illiterate,16062
251,district,Urban,Female,Illiterate,4670
252,district,Rural,Female,Illiterate,8007
252,district,Urban,Female,Illiterate,1142
253,district,Rural,Female,Illiterate,39391
253,district,Urban,Female,Illiterate,2740
254,district,Rural,Female,Illiterate,32309
254,district,Urban,Female,Illiterate,3401
255,district,Rural,Female,Illiterate,14812
255,district,Urban,Female,Illiterate,1788
256,district,Rural,Female,Illiterate,29846
256,district,Urban,Female,Illiterate,564
257,district,Rural,Female,Illiterate,1417
257,district,Urban,Female,Illiterate,351
258,district,Rural,Female,Illiterate,10976
258,district,Urban,Female,Illiterate,1289
259,district,Rural,Female,Illiterate,29505
259,district,Urban,Female,Illiterate,5318
260,district,Rural,Female,Illiterate,6108
260,district,Urban,Female,Illiterate,85
13,state,Rural,Female,Illiterate,269422
13,state,Urban,Female,Illiterate,65954
261,district,Rural,Female,Illiterate,61354
261,district,Urban,Female,Illiterate,4959
262,district,Rural,Female,Illiterate,13220
262,district,Urban,Female,Illiterate,4295
263,district,Rural,Female,Illiterate,17602
263,district,Urban,Female,Illiterate,2561
264,district,Rural,Female,Illiterate,18350
264,district,Urban,Female,Illiterate,2665
265,district,Rural,Female,Illiterate,29025
265,district,Urban,Female,Illiterate,24497
266,district,Rural,Female,Illiterate,28418
266,district,Urban,Female,Illiterate,3290
267,district,Rural,Female,Illiterate,36521
267,district,Urban,Female,Illiterate,4284
268,district,Rural,Female,Illiterate,9358
268,district,Urban,Female,Illiterate,904
269,district,Rural,Female,Illiterate,15142
269,district,Urban,Female,Illiterate,2475
270,district,Rural,Female,Illiterate,24818
270,district,Urban,Female,Illiterate,13753
271,district,Rural,Female,Illiterate,15614
271,district,Urban,Female,Illiterate,2271
14,state,Rural,Female,Illiterate,422031
14,state,Urban,Female,Illiterate,126559
272,district,Rural,Female,Illiterate,114220
272,district,Urban,Female,Illiterate,1140
273,district,Rural,Female,Illiterate,27981
273,district,Urban,Female,Illiterate,2696
274,district,Rural,Female,Illiterate,41113
274,district,Urban,Female,Illiterate,2288
275,district,Rural,Female,Illiterate,33196
275,district,Urban,Female,Illiterate,16401
276,district,Rural,Female,Illiterate,65709
276,district,Urban,Female,Illiterate,28927
277,district,Rural,Female,Illiterate,33743
277,district,Urban,Female,Illiterate,42554
278,district,Rural,Female,Illiterate,53173
278,district,Urban,Female,Illiterate,25496
279,district,Rural,Female,Illiterate,26344
279,district,Urban,Female,Illiterate,3255
280,district,Rural,Female,Illiterate,26552
280,district,Urban,Female,Illiterate,3802
15,state,Rural,Female,Illiterate,88366
15,state,Urban,Female,Illiterate,43855
281,district,Rural,Female,Illiterate,12888
281,district,Urban,Female,Illiterate,1434
282,district,Rural,Female,Illiterate,5097
282,district,Urban,Female,Illiterate,4192
283,district,Rural,Female,Illiterate,7914
283,district,Urban,Female,Illiterate,22077
284,district,Rural,Female,Illiterate,8464
284,district,Urban,Female,Illiterate,4531
285,district,Rural,Female,Illiterate,2928
285,district,Urban,Female,Illiterate,2280
286,district,Rural,Female,Illiterate,17052
286,district,Urban,Female,Illiterate,4878
287,district,Rural,Female,Illiterate,28846
287,district,Urban,Female,Illiterate,2032
288,district,Rural,Female,Illiterate,5177
288,district,Urban,Female,Illiterate,2431
16,state,Rural,Female,Illiterate,414021
16,state,Urban,Female,Illiterate,82106
289,district,Rural,Female,Illiterate,149960
289,district,Urban,Female,Illiterate,57995
290,district,Rural,Female,Illiterate,122117
290,district,Urban,Female,Illiterate,10612
291,district,Rural,Female,Illiterate,55780
291,district,Urban,Female,Illiterate,3332
292,district,Rural,Female,Illiterate,86164
292,district,Urban,Female,Illiterate,10167
17,state,Rural,Female,Illiterate,537661
17,state,Urban,Female,Illiterate,66270
293,district,Rural,Female,Illiterate,146082
293,district,Urban,Female,Illiterate,7786
294,district,Rural,Female,Illiterate,61774
294,district,Urban,Female,Illiterate,5286
295,district,Rural,Female,Illiterate,30338
295,district,Urban,Female,Illiterate,1767
296,district,Rural,Female,Illiterate,69896
296,district,Urban,Female,Illiterate,6479
297,district,Rural,Female,Illiterate,47747
297,district,Urban,Female,Illiterate,3680
298,district,Rural,Female,Illiterate,86269
298,district,Urban,Female,Illiterate,38144
299,district,Rural,Female,Illiterate,95555
299,district,Urban,Female,Illiterate,3128
18,state,Rural,Female,Illiterate,6148802
18,state,Urban,Female,Illiterate,507993
300,district,Rural,Female,Illiterate,213523
300,district,Urban,Female,Illiterate,6629
301,district,Rural,Female,Illiterate,509392
301,district,Urban,Female,Illiterate,31228
302,district,Rural,Female,Illiterate,209574
302,district,Urban,Female,Illiterate,26042
303,district,Rural,Female,Illiterate,409720
303,district,Urban,Female,Illiterate,18878
304,district,Rural,Female,Illiterate,210075
304,district,Urban,Female,Illiterate,10493
305,district,Rural,Female,Illiterate,550266
305,district,Urban,Female,Illiterate,45524
306,district,Rural,Female,Illiterate,433692
306,district,Urban,Female,Illiterate,18467
307,district,Rural,Female,Illiterate,192852
307,district,Urban,Female,Illiterate,11677
308,district,Rural,Female,Illiterate,142540
308,district,Urban,Female,Illiterate,7077
309,district,Rural,Female,Illiterate,271053
309,district,Urban,Female,Illiterate,31772
310,district,Rural,Female,Illiterate,231855
310,district,Urban,Female,Illiterate,24876
311,district,Rural,Female,Illiterate,182450
311,district,Urban,Female,Illiterate,10646
312,district,Rural,Female,Illiterate,150704
312,district,Urban,Female,Illiterate,22153
313,district,Rural,Female,Illiterate,189088
313,district,Urban,Female,Illiterate,9350
314,district,Rural,Female,Illiterate,208527
314,district,Urban,Female,Illiterate,14658
315,district,Rural,Female,Illiterate,34445
315,district,Urban,Female,Illiterate,6541
316,district,Rural,Female,Illiterate,279955
316,district,Urban,Female,Illiterate,36196
317,district,Rural,Female,Illiterate,233062
317,district,Urban,Female,Illiterate,10405
318,district,Rural,Female,Illiterate,136536
318,district,Urban,Female,Illiterate,4340
319,district,Rural,Female,Illiterate,152497
319,district,Urban,Female,Illiterate,13525
320,district,Rural,Female,Illiterate,117569
320,district,Urban,Female,Illiterate,5700
321,district,Rural,Female,Illiterate,276833
321,district,Urban,Female,Illiterate,17148
322,district,Rural,Female,Illiterate,41027
322,district,Urban,Female,Illiterate,101362
323,district,Rural,Female,Illiterate,128161
323,district,Urban,Female,Illiterate,8885
324,district,Rural,Female,Illiterate,216126
324,district,Urban,Female,Illiterate,2396
325,district,Rural,Female,Illiterate,227782
325,district,Urban,Female,Illiterate,7072
326,district,Rural,Female,Illiterate,199498
326,district,Urban,Female,Illiterate,4953
19,state,Rural,Female,Illiterate,12972586
19,state,Urban,Female,Illiterate,3775031
327,district,Rural,Female,Illiterate,225853
327,district,Urban,Female,Illiterate,85799
328,district,Rural,Female,Illiterate,631261
328,district,Urban,Female,Illiterate,156363
329,district,Rural,Female,Illiterate,513905
329,district,Urban,Female,Illiterate,31868
330,district,Rural,Female,Illiterate,762789
330,district,Urban,Female,Illiterate,57107
331,district,Rural,Female,Illiterate,307146
331,district,Urban,Female,Illiterate,24720
332,district,Rural,Female,Illiterate,908581
332,district,Urban,Female,Illiterate,94310
333,district,Rural,Female,Illiterate,1305476
333,district,Urban,Female,Illiterate,292120
334,district,Rural,Female,Illiterate,684275
334,district,Urban,Female,Illiterate,70243
335,district,Rural,Female,Illiterate,938756
335,district,Urban,Female,Illiterate,482750
336,district,Rural,Female,Illiterate,734965
336,district,Urban,Female,Illiterate,177178
337,district,Rural,Female,Illiterate,744725
337,district,Urban,Female,Illiterate,593020
338,district,Rural,Female,Illiterate,587924
338,district,Urban,Female,Illiterate,249957
339,district,Rural,Female,Illiterate,782847
339,district,Urban,Female,Illiterate,42077
340,district,Rural,Female,Illiterate,736353
340,district,Urban,Female,Illiterate,73919
341,district,Rural,Female,Illiterate,292452
341,district,Urban,Female,Illiterate,394376
342,district,Rural,Female,Illiterate,0
342,district,Urban,Female,Illiterate,478706
343,district,Rural,Female,Illiterate,1194943
343,district,Urban,Female,Illiterate,304860
344,district,Rural,Female,Illiterate,1000241
344,district,Urban,Female,Illiterate,93832
345,district,Rural,Female,Illiterate,620094
345,district,Urban,Female,Illiterate,71826
20,state,Rural,Female,Illiterate,7318240
20,state,Urban,Female,Illiterate,1294029
346,district,Rural,Female,Illiterate,377091
346,district,Urban,Female,Illiterate,13803
347,district,Rural,Female,Illiterate,291869
347,district,Urban,Female,Illiterate,10923
348,district,Rural,Female,Illiterate,169782
348,district,Urban,Female,Illiterate,27786
349,district,Rural,Female,Illiterate,679429
349,district,Urban,Female,Illiterate,38208
350,district,Rural,Female,Illiterate,373556
350,district,Urban,Female,Illiterate,39794
351,district,Rural,Female,Illiterate,396589
351,district,Urban,Female,Illiterate,10728
352,district,Rural,Female,Illiterate,331459
352,district,Urban,Female,Illiterate,33757
353,district,Rural,Female,Illiterate,285638
353,district,Urban,Female,Illiterate,16231
354,district,Rural,Female,Illiterate,290026
354,district,Urban,Female,Illiterate,281251
355,district,Rural,Female,Illiterate,303917
355,district,Urban,Female,Illiterate,171174
356,district,Rural,Female,Illiterate,110573
356,district,Urban,Female,Illiterate,8449
357,district,Rural,Female,Illiterate,284725
357,district,Urban,Female,Illiterate,181119
358,district,Rural,Female,Illiterate,491070
358,district,Urban,Female,Illiterate,39640
359,district,Rural,Female,Illiterate,206557
359,district,Urban,Female,Illiterate,9779
360,district,Rural,Female,Illiterate,386581
360,district,Urban,Female,Illiterate,39897
361,district,Rural,Female,Illiterate,137027
361,district,Urban,Female,Illiterate,71720
362,district,Rural,Female,Illiterate,372937
362,district,Urban,Female,Illiterate,13857
363,district,Rural,Female,Illiterate,205754
363,district,Urban,Female,Illiterate,12406
364,district,Rural,Female,Illiterate,423270
364,district,Urban,Female,Illiterate,169857
365,district,Rural,Female,Illiterate,138676
365,district,Urban,Female,Illiterate,7040
366,district,Rural,Female,Illiterate,264159
366,district,Urban,Female,Illiterate,8739
367,district,Rural,Female,Illiterate,141707
367,district,Urban,Female,Illiterate,6070
368,district,Rural,Female,Illiterate,428188
368,district,Urban,Female,Illiterate,36477
369,district,Rural,Female,Illiterate,227660
369,district,Urban,Female,Illiterate,45324
21,state,Rural,Female,Illiterate,8160996
21,state,Urban,Female,Illiterate,948172
370,district,Rural,Female,Illiterate,284357
370,district,Urban,Female,Illiterate,21171
371,district,Rural,Female,Illiterate,69664
371,district,Urban,Female,Illiterate,35364
372,district,Rural,Female,Illiterate,159645
372,district,Urban,Female,Illiterate,44078
373,district,Rural,Female,Illiterate,65700
373,district,Urban,Female,Illiterate,3420
374,district,Rural,Female,Illiterate,338618
374,district,Urban,Female,Illiterate,101497
375,district,Rural,Female,Illiterate,400634
375,district,Urban,Female,Illiterate,47213
376,district,Rural,Female,Illiterate,662751
376,district,Urban,Female,Illiterate,25548
377,district,Rural,Female,Illiterate,380311
377,district,Urban,Female,Illiterate,35558
378,district,Rural,Female,Illiterate,216250
378,district,Urban,Female,Illiterate,31956
379,district,Rural,Female,Illiterate,203048
379,district,Urban,Female,Illiterate,10204
380,district,Rural,Female,Illiterate,136935
380,district,Urban,Female,Illiterate,14193
381,district,Rural,Female,Illiterate,289582
381,district,Urban,Female,Illiterate,73692
382,district,Rural,Female,Illiterate,298226
382,district,Urban,Female,Illiterate,18873
383,district,Rural,Female,Illiterate,201223
383,district,Urban,Female,Illiterate,13178
384,district,Rural,Female,Illiterate,216593
384,district,Urban,Female,Illiterate,26479
385,district,Rural,Female,Illiterate,154374
385,district,Urban,Female,Illiterate,9750
386,district,Rural,Female,Illiterate,183557
386,district,Urban,Female,Illiterate,108558
387,district,Rural,Female,Illiterate,215235
387,district,Urban,Female,Illiterate,31033
388,district,Rural,Female,Illiterate,687956
388,district,Urban,Female,Illiterate,114459
389,district,Rural,Female,Illiterate,173270
389,district,Urban,Female,Illiterate,12791
390,district,Rural,Female,Illiterate,197212
390,district,Urban,Female,Illiterate,10067
391,district,Rural,Female,Illiterate,103753
391,district,Urban,Female,Illiterate,2820
392,district,Rural,Female,Illiterate,122776
392,district,Urban,Female,Illiterate,8067
393,district,Rural,Female,Illiterate,407071
393,district,Urban,Female,Illiterate,30241
394,district,Rural,Female,Illiterate,183609
394,district,Urban,Female,Illiterate,6331
395,district,Rural,Female,Illiterate,451804
395,district,Urban,Female,Illiterate,20105
